# data_npc_SceneNPC — 1914 NPCs
# scene_id  unique_id   posx        posz        name

  1110      11106010      -15.79       11.68  小孩B
  1110      11106011      -18.43       12.38  小孩C
  1110      11106012      -18.85       11.17  小孩D
  1110      11106013      -21.59       13.52  吟游诗人
  1110      11106015       32.24      -41.75  沃尔夫
  1110      11106017      -42.51        1.17  阿格涅丝
  1110      11107002      -17.03       10.73  不开心的小孩
  1110      11107004      -31.60      -12.83  美丽的鲜花
  1110      11107005      -33.74      -11.76  美丽的鲜花
  1110      11107006      -33.78       -9.50  SceneName1110
  1120      11201001      -54.35       -5.61  NpcName61001
  1120      11201002       15.71      372.03  NpcName61003
  1120      11201003      -54.73        4.64  NpcName61003
  1120      11202001       64.85        4.02  艾莉丝的法杖
  1120      11202002       46.11      -25.19  艾莉丝（1F会议室）
  1120      11202003       49.82      -28.12  幽灵大副（1F会议室）
  1120      11202004       16.88      -27.08  艾莉丝（1F祷告室）
  1120      11202005       27.52       -2.65  幽灵大副（1F甲板）
  1120      11202006       21.31      -29.55  幽灵大副（1F祷告室）
  1120      11202007       45.11      -24.84  NpcName64004
  1120      11202008       49.82      -28.12  NpcName63021
  1120      11202009       53.35      -24.52  NpcName63023
  1120      11202010       16.49      -27.11  NpcName64004
  1120      11202011       21.31      -29.55  NpcName63021
  1120      11202012       24.54      -29.59  NpcName63022
  1120      11202013      -33.26      198.70  NpcName63022
  1120      11202014       21.88      411.37  NpcName64004
  1120      11202015       53.05      402.42  NpcName63019
  1120      11202016       50.21      398.19  NpcName64004
  1120      11202017       15.73      383.84  NpcName64004
  1120      11202018       24.77      402.32  NpcName40010
  1120      11202019       -5.97      -31.40  NpcName62004
  1120      11202020       46.18      -25.18  NpcName62003
  1120      11202021       16.88      -27.08  NpcName62003
  1120      11202022      -48.34        8.27  NpcName62004
  1120      11202023      -49.17       10.45  NpcName62003
  1120      11202024       -3.22       32.48  NpcName63115
  1120      11203001       20.20      -25.44  NpcName62097
  1120      11206001       21.31      -29.55  霍柏
  1120      11207001       16.98      -21.70  水手2
  1120      11207002      -25.96      206.35  水手3
  1120      11207003       17.29      -23.14  水手3
  1120      11207004       29.59      213.40  水手4
  1120      11207005       20.92      -21.14  水手4
  1120      11207006      -30.30      408.30  水手5
  1120      11207007       21.24      -22.78  SceneName1120
  1120      11207008       54.40      402.34  时空裂隙
  1130      11301001      -35.44       20.72  NpcName61003
  1130      11301002      -35.69       17.78  NpcName61001
  1130      11302001      -26.75       14.34  马因司（船舱）
  1130      11302002      -30.30       14.34  大贤者（船舱）
  1130      11302003      -35.52       11.02  亚卓（船舱）
  1130      11302004      -33.58       11.02  查尔斯（船舱）
  1130      11302005      -30.60       11.02  梅雪（船舱）
  1130      11302006       39.42       16.07  马布仑（失散）
  1130      11302007       34.55      -15.81  时空裂隙
  1130      11302008      -27.27       11.02  马布仑（船舱）
  1130      11302009      -10.38       26.56  艾莉丝（触手处）
  1130      11302010        6.60       20.29  白幽灵
  1130      11302011      -23.30       11.02  艾莉丝（船舱）
  1130      11302012        6.60       20.29  安娜
  1130      11302013     -411.66        6.84  安娜（2F入口）
  1130      11302014     -413.69        6.84  卢卡斯（2F入口）
  1130      11302015     -406.26       -4.13  安娜（2F甲板）
  1130      11302016     -409.69       -4.13  卢卡斯（2F甲板）
  1130      11302017     -396.01       -2.82  地面光点A\t
  1130      11302018     -370.37      -23.59  马因司（船长室门口）
  1130      11302019     -373.58      -23.59  大贤者（船长室门口）
  1130      11302020     -367.96      -19.53  亚卓（船长室门口）
  1130      11302021      -31.23      -19.53  查尔斯（船长室门口）
  1130      11302022     -372.40      -19.53  艾莉丝（船长室门口）
  1130      11302023     -375.33      -19.53  梅雪（船长室门口）
  1130      11302024     -377.10      -19.53  马布伦（船长室门口）
  1130      11302025     -203.34      -40.62  马因司（船长室）
  1130      11302026     -205.42      -40.06  大贤者（船长室）
  1130      11302027     -200.96      -42.72  亚卓（船长室）
  1130      11302028     -203.64      -42.77  查尔斯（船长室）
  1130      11302029     -205.99      -42.81  艾莉丝（船长室）
  1130      11302030     -208.44      -41.86  梅雪（船长室）
  1130      11302031     -210.07      -40.48  马布伦（船长室）
  1130      11303001     -400.04       15.92  NpcName62102
  1130      11306001       41.54      -15.81  骷髅船长
  1130      11307001      -37.42      -25.73  亡灵剑士
  1130      11307002       39.97       11.56  亡灵商人
  1130      11307003       35.26      -58.25  亡灵厨子
  1130      11307004      -10.25       -5.64  腐朽的货物
  1130      11307005       -9.92        1.73  腐朽的货物
  1130      11307006       -0.24       18.59  腐朽的货物
  1130      11307007      -10.30       10.12  腐朽的货物
  1130      11307008       13.30        2.29  SceneName1130
  1140      11401001       10.19      -47.10  NpcName61020
  1140      11401002        9.00      -55.20  NpcName61001
  1140      11401003        8.62      -45.49  NpcName61003
  1140      11402001       11.09       29.18  商人
  1140      11402002       11.62       31.26  医生
  1140      11402003        9.84       37.41  吟游诗人
  1140      11402004        8.70       40.23  冒险者
  1140      11402005        0.83       41.15  人鱼大祭司
  1140      11402006       -1.19       44.27  喽啰
  1140      11402007        1.09       44.46  喽啰
  1140      11402008        3.33       43.97  喽啰
  1140      11402020        5.95       17.90  美丽的鲜花
  1140      11402021        8.11       22.07  美丽的鲜花
  1140      11402022       -3.21       12.35  美丽的鲜花
  1140      11402023       -3.81       10.30  美丽的鲜花
  1140      11402024       -3.46       17.47  美丽的鲜花
  1140      11402025       -4.62       14.45  美丽的鲜花
  1140      11406001       10.59       34.52  SceneName1140
  1150      11502001       19.52      122.46  商人
  1150      11502002       37.82      182.65  医生
  1150      11502003       23.27      119.13  医生
  1150      11502004       26.29       74.81   铃蓝根
  1150      11502005       25.75       76.10   铃蓝根
  1150      11502006       25.29       77.31   铃蓝根
  1150      11502007       24.62       78.27   铃蓝根
  1150      11502008       49.94       93.95   铃蓝根
  1150      11502009       50.04       92.70   铃蓝根
  1150      11502010       49.81       95.06   铃蓝根
  1150      11502011       19.78      119.10  药锅
  1150      11502012       19.52      122.46  商人
  1150      11502013       75.53      117.80  可疑的脚印
  1150      11502014      126.26       90.47  吟游诗人
  1150      11502015      155.88      142.65  可疑的脚印
  1150      11502016      163.56      173.91  吟游诗人
  1150      11502017      163.77      176.10  冒险者
  1150      11502018      218.02      163.01  威格纳
  1150      11502019      242.45      138.57  鱼人公主
  1150      11502026      240.31      138.44  花束
  1150      11502027      240.39      138.41  珍珠
  1150      11502028      240.33      138.44  情书
  1150      11502029      204.15       52.20  威格纳
  1150      11502030      203.86       42.55  鱼人公主
  1150      11502031      214.14      141.39  海底贝壳
  1150      11502032      214.11      143.34  海底贝壳
  1150      11502033      214.48      134.52  海底贝壳
  1150      11502034      214.60      130.78  海底贝壳
  1150      11502035      214.27      137.34  海底贝壳
  1150      11505001       76.67      161.13  海带
  1150      11505002       73.46      162.53  海带
  1150      11505003       69.96      166.65  海带
  1150      11505004      177.72      213.46  海带
  1150      11505005      177.27      209.83  海带
  1150      11505006      181.70      202.67  海带
  1150      11505007      236.90       50.54  海藻
  1150      11505008      240.45       48.52  海藻
  1150      11505009      236.58       44.78  海藻
  1150      11505010      213.35      111.66  海藻
  1150      11505011      206.26      112.11  海藻
  1150      11505012      209.06      115.15  海藻
  1150      11505013       50.66       17.88  哀唱草
  1150      11505014       47.59       16.59  哀唱草
  1150      11505015       44.34       16.24  哀唱草
  1150      11505016      112.99      109.56  哀唱草
  1150      11505017      117.04      109.14  哀唱草
  1150      11505018      122.26      107.13  哀唱草
  1150      11505019       99.77      179.91  灯笼草
  1150      11505020      103.14      183.60  灯笼草
  1150      11505021      106.34      184.74  灯笼草
  1150      11505022       51.87      115.70  灯笼草
  1150      11505023       54.05      122.50  灯笼草
  1150      11505024       53.72      128.45  灯笼草
  1150      11505025       14.93       96.43  水生芦
  1150      11505026       15.06       92.93  水生芦
  1150      11505027       16.50       87.29  水生芦
  1150      11505028      113.85       49.92  水生芦
  1150      11505029      111.00       48.46  水生芦
  1150      11505030      108.58       47.52  水生芦
  1150      11505031       63.56      197.87  紫菜
  1150      11505032       65.61      191.47  紫菜
  1150      11505033       65.46      186.47  紫菜
  1150      11505034      214.03      146.66  紫菜
  1150      11505035      214.93      151.66  紫菜
  1150      11505036      215.27      157.78  SceneName1150
  1150      11507001      224.80       53.20  贝迪
  1150      11507002      224.73       49.24  贝奇
  1160      11602001       -1.92      -83.08  炼金术士
  1160      11602002       19.71     -101.25  贝迪
  1160      11602003      -68.54      -82.37  小马克
  1160      11602004     -148.48     -102.07  贝迪
  1160      11602005     -155.35     -101.99  小马克
  1160      11602006     -140.41      -85.26  威格纳
  1160      11602007     -139.39      -88.53  鱼人公主
  1160      11602008      -28.78        1.31  赛门
  1160      11602009      -16.91        1.57  鱼人公主
  1160      11602010       39.40      111.61  尼尔德
  1160      11602011       40.43      105.56  伊米尔之心
  1160      11602012       60.40      108.00  人鱼大祭司
  1160      11602013       45.09       79.33  威格纳
  1160      11605001     -162.52     -101.60  海带
  1160      11605002     -163.77      -91.94  海带
  1160      11605003     -161.81      -96.32  海带
  1160      11605004       22.83     -116.88  海带
  1160      11605005       17.14     -118.14  海带
  1160      11605006        9.58     -118.52  海带
  1160      11605007      -70.80     -108.20  海藻
  1160      11605008      -79.74     -115.04  海藻
  1160      11605009      -87.46     -120.04  海藻
  1160      11605010       91.51       31.42  海藻
  1160      11605011       86.43       27.59  海藻
  1160      11605012       81.20       21.07  海藻
  1160      11605013       76.69      -24.46  哀唱草
  1160      11605014       77.34      -29.68  哀唱草
  1160      11605015       77.01      -35.40  哀唱草
  1160      11605016     -134.48       11.10  哀唱草
  1160      11605017     -134.01       17.45  哀唱草
  1160      11605018     -135.77       24.41  哀唱草
  1160      11605019     -106.16      -53.24  灯笼草
  1160      11605020     -113.14      -49.29  灯笼草
  1160      11605021     -117.09      -43.45  灯笼草
  1160      11605022      -72.54      116.98  灯笼草
  1160      11605023      -64.67      114.42  灯笼草
  1160      11605024      -61.84      110.01  灯笼草
  1160      11605025       97.35      115.78  水生芦
  1160      11605026       97.90      110.56  水生芦
  1160      11605027       93.49      104.23  水生芦
  1160      11605028     -137.37       88.32  水生芦
  1160      11605029     -135.59       94.84  水生芦
  1160      11605030     -132.90      100.54  水生芦
  1160      11605031      -61.30       55.54  紫菜
  1160      11605032      -66.52       57.61  紫菜
  1160      11605033      -70.45       56.74  紫菜
  1160      11605034      -85.61       -6.81  紫菜
  1160      11605036     -100.48       -5.52  紫菜
  1160      11606001     -138.77      -91.75  人鱼大祭司
  1160      11606035      -93.02       -6.76  紫菜
  1160      11607001       19.82      -91.33  SceneName1160
  1160      11607002       54.73      -41.78  尼尔德
  1160      11607003      -28.82        1.14  赛门
  1160      11607004      -68.68      -86.06  贝迪
  1160      11607005      -68.19      -83.64  贝奇
  1160      11607006     -145.49      -90.51  海神的幻影
  1160      11607007       23.55      -36.09  NpcName65103
  1160      11607008       26.10      -36.13  NpcName65103
  1160      11607009       28.53      -36.12  NpcName65103
  1170      11702001        4.03       19.07  琪琪（门口）
  1170      11702002       -0.14      -87.87  院长（神殿）
  1170      11702003       62.84        2.60  琪琪（图书馆）
  1170      11702004       -3.20      -92.65  布伦希尔德
  1170      11702010        4.04       19.07  NpcName63054
  1170      11702011       62.84        2.38  NpcName63054
  1170      11706001       -0.15      -14.31  NpcName64005
  1170      11706002        6.51       -8.46  NpcName62001
  1170      11706003       -6.66        1.48  NpcName62002
  1170      11706004       -6.46       -8.36  NpcName62003
  1170      11706005       -6.55       -3.51  NpcName62004
  1170      11706006        6.50       -3.50  NpcName62005
  1170      11706007        6.43        1.48  NpcName62006
  1170      11706008       73.43       -9.39  NpcName64006
  1170      11706009        3.24      -14.96  琪琪（常驻）
  1170      11706010       -3.41      -14.91  NpcName62008
  1170      11709999       -0.01      -93.28  SceneName1170
  1180      11801001      -68.94       14.33  
  1180      11801002      -24.57        9.54  
  1180      11801003      -28.27       29.82  
  1180      11801004      -46.38       27.19  
  1180      11801005      -36.59       27.28  
  1180      11801007      -68.85        9.50  
  1180      11801030        7.29       43.76  NpcName61094
  1180      11801031      -16.31      122.63  NpcName61100
  1180      11801032      -17.37       82.94  NpcName61101
  1180      11801033      -18.65       87.28  NpcName61102
  1180      11801034      -42.31       87.15  NpcName61103
  1180      11801035      -42.01       76.90  NpcName61104
  1180      11801036      -89.74      122.31  NpcName61110
  1180      11801037     -123.10      109.30  NpcName61111
  1180      11801038      -74.67       45.31  NpcName61121
  1180      11801039      -74.73       41.76  NpcName61122
  1180      11801040      -74.75       37.25  NpcName61123
  1180      11801041      -55.58       45.18  NpcName61124
  1180      11801042      -55.61       40.59  NpcName61125
  1180      11801043      -54.49       37.22  NpcName61126
  1180      11802001      -10.47      117.99  艾莉丝
  1180      11802002       37.95      110.88  船员
  1180      11803001      -66.95       57.89  NpcName62006
  1180      11804000       44.83        9.80  
  1180      11804001       30.16       23.94  
  1180      11804002       13.89       -7.82  
  1180      11804003       18.43       47.29  
  1180      11804004       41.60       23.19  
  1180      11804005      -13.69       -1.77  
  1180      11804006      -97.26        9.28  
  1180      11804007      -63.16      -22.14  
  1180      11804008      -54.13       91.06  
  1180      11804009      -47.28       91.00  
  1180      11804010      -40.94      114.50  
  1180      11804011      -32.69      107.13  
  1180      11804012      -39.05      100.91  
  1180      11804013       -5.06      112.53  
  1180      11804014     -103.76       92.62  
  1180      11804015     -103.45       81.78  
  1180      11804016      -86.43       26.30  
  1180      11804017      -86.23       -7.63  
  1180      11804018     -116.60      129.94  
  1180      11804019     -116.84      143.16  
  1180      11804020       -7.67       65.02  
  1180      11804021       -7.92       58.47  
  1180      11804022      -14.48       28.91  
  1180      11804023      -13.82      -11.18  
  1180      11804024       37.21      107.27  
  1180      11804025       21.17      109.13  
  1180      11804026        4.51      108.95  
  1180      11804027      -75.00       69.34  
  1180      11804028      -73.80       69.00  NpcName62001
  1180      11804029      -99.18       34.48  
  1180      11804030      -32.32      141.70  
  1180      11804031      -33.11      142.89  
  1180      11804032      -72.10      144.91  
  1180      11804033      -94.09       69.29  
  1180      11804034      -94.45       70.56  
  1180      11804035      -92.60       70.32  
  1180      11804036       12.52        8.64  
  1180      11804037       13.84        8.82  
  1180      11804038       39.20        8.31  
  1180      11806001        2.51        9.11  
  1180      11806002      -50.50      133.48  
  1180      11806003      -23.88      117.24  
  1180      11806004        8.78       35.56  
  1180      11806005       -5.07      104.47  埃尔森
  1180      11806006      -48.23      -20.49  
  1180      11806007      -73.40      107.07  
  1180      11806008      -75.02       74.78  摩尔托斯
  1180      11807001       30.91      -16.12  NpcName61001
  1180      11807002      -11.50      124.00  水手1
  1180      11807003       -5.28      106.54  水手1
  1180      11807004       -6.86      107.07  水手2
  1180      11807005       -6.95      102.91  水手3
  1180      11807006       -8.59      106.64  水手4
  1180      11807007       -8.50      103.19  水手5
  1180      11807008      -37.82       10.48  卡乐芙花
  1180      11807009      -39.02       12.19  卡乐芙花
  1180      11807010      -41.29       12.99  卡乐芙花
  1180      11807011      -43.77       11.98  SceneName1180
  1210      12101001        5.50       35.75  NpcName61001
  1210      12101002      -25.36       40.92  NpcName61001
  1210      12101003      -37.48       31.15  NpcName61001
  1210      12101004       40.59      -22.26  NpcName61001
  1210      12101005       22.14      -40.80  NpcName61001
  1210      12101007      -13.68       46.52  NpcName61001
  1210      12101030       65.08       69.79  NpcName61060
  1210      12101031       63.63       78.95  NpcName61061
  1210      12101032      -86.27      -59.00  NpcName61062
  1210      12101033      -23.05      101.06  NpcName61072
  1210      12101034       22.58      101.68  NpcName61073
  1210      12101035       53.51       54.46  NpcName61074
  1210      12101036       75.42       69.81  NpcName61081
  1210      12101039       28.35      -27.93  NpcName61093
  1210      12101040      -50.05      -62.78  NpcName61099
  1210      12101041       98.99       29.63  NpcName61109
  1210      12101042      -54.83       93.27  NpcName61130
  1210      12101043      -79.03       69.31  NpcName61131
  1210      12101044      -54.02       55.80  NpcName61132
  1210      12103001       89.54      -51.86  SceneName1210
  1220      12202001       83.88      -16.12  矿工A
  1220      12202002       84.09      -18.61  矿工B
  1220      12202003       46.77       22.16  罗克（山下）
  1220      12202004       -6.25       -6.15  罗克（贤者小屋）
  1220      12202005       -1.52      -20.68  灵气之花
  1220      12202006       -2.08      -18.04  灵气之花\r
  1220      12202007       -3.90      -16.80  灵气之花\r
  1220      12202008      -32.31      -26.18  矿工
  1220      12202009      -82.35        8.50  矿工
  1220      12202010      -61.52       51.59  矿工
  1220      12202011      -86.28       88.85  NpcName63026
  1220      12202012      -84.99       90.79  NpcName63025
  1220      12202014      -34.88      -33.09  NpcName63109
  1220      12202015      -68.74       99.61  NpcName63112
  1220      12202016      -67.33       45.70  NpcName63113
  1220      12202017      -70.52       42.77  NpcName63113
  1220      12202018      -64.71       48.37  NpcName63113
  1220      12202019      -68.47       43.67  NpcName63113
  1220      12202020      -65.16       46.48  NpcName63113
  1220      12202021       51.80       69.75  NpcName63114
  1220      12202022      -39.64       78.27  NpcName63028
  1220      12202023       -6.15       71.60  NpcName63028
  1220      12202024       29.67       76.98  NpcName63028
  1220      12205001      -53.08      -51.64  NpcName68040
  1220      12205002      -49.53      -54.76  NpcName68040
  1220      12205003      -45.68      -58.07  NpcName68040
  1220      12205004      114.91      -93.55  NpcName68040
  1220      12205005      114.30      -88.75  NpcName68040
  1220      12205006      111.71      -83.80  NpcName68040
  1220      12205007       78.01      -41.50  NpcName68041
  1220      12205008       81.29      -46.43  NpcName68041
  1220      12205009       78.69      -52.15  NpcName68041
  1220      12205010      -73.18       38.55  NpcName68041
  1220      12205011      -70.89       42.81  NpcName68041
  1220      12205012      -66.11       47.16  NpcName68041
  1220      12205013       46.96       -8.53  NpcName68022
  1220      12205014       48.05      -12.53  NpcName68022
  1220      12205015       44.29      -16.96  NpcName68022
  1220      12205016       82.54       56.63  NpcName68022
  1220      12205017       86.47       53.86  NpcName68022
  1220      12205018       89.47       50.62  NpcName68022
  1220      12205019        4.24      -45.36  NpcName68033
  1220      12205020       -1.85      -46.08  NpcName68033
  1220      12205021       -6.12      -44.48  NpcName68033
  1220      12205022       -9.69        6.80  NpcName68033
  1220      12205023      -12.58       11.74  NpcName68033
  1220      12205024       -7.42       13.85  NpcName68033
  1220      12205025       -8.35       67.04  NpcName68042
  1220      12205026      -14.73       65.55  NpcName68042
  1220      12205027      -21.22       64.59  NpcName68042
  1220      12205028       -6.27       27.06  NpcName68042
  1220      12205029      -11.89       26.03  NpcName68042
  1220      12205030      -16.50       24.56  NpcName68042
  1220      12205031       10.78       10.08  NpcName68034
  1220      12205032       15.52       10.29  NpcName68034
  1220      12205033       20.58        8.69  NpcName68034
  1220      12205034       10.27       44.34  NpcName68034
  1220      12205035       15.64       45.37  NpcName68034
  1220      12205036       21.83       41.56  NpcName68034
  1220      12206001      -37.76       59.50  麦佩妮
  1220      12206002      -78.02      108.98  罗克
  1220      12206003       -9.64       -6.17  比塔
  1220      12206004      -10.08       -2.83  SceneName1220
  1220      12206005       25.50       -1.10  唐德思
  1220      12206006      -74.40      -52.77  摩尔托斯
  1220      12206007       12.62      -48.37  伯莎(常驻)
  1220      12207001       21.95      -11.15  草药
  1220      12207002       18.22      -14.72  草药
  1220      12207003       -1.51      -19.53  草药
  1220      12207004       13.55      -18.24  草药
  1220      12207005      -76.87      -48.07  唐德思(摩尔托斯旁)
  1220      12207006        5.31      -14.37  敏感的蜂兵
  1220      12207007       11.78      -45.44  蜂兵（伯莎旁）
  1220      12207008       45.97       52.33  被困的唐德思
  1220      12207009       45.97       52.33  唐德思（被困）
  1220      12207010       45.44       54.27  巨大虫蛹（蜗牛区）
  1220      12207011       52.52       50.84  伯莎（蜗牛区）
  1220      12207012       51.31       49.02  蜂兵（蜗牛区）
  1220      12207013       16.55      -13.00  巨大虫蛹（蜂兵区）
  1220      12207014       -0.55      -32.28  木材
  1220      12207015       12.35      -30.71  木材
  1220      12207016        0.55      -27.55  木材
  1220      12207017        9.40      -29.01  木材
  1220      12207018       15.24      -17.00  伯莎（蜂兵区）
  1220      12207019       16.55      -13.00  更巨大的蜂蛹
  1220      12207020       18.13      -15.53  蜂兵（蜂兵区）
  1220      12207021       15.36      -14.00  点燃的火堆
  1220      12207022       16.55      -13.00  幼小的蜂后
  1220      12207023       16.55      -13.00  成年蜂后
  1280      12803001      106.52       28.93  NpcName62094
  1280      12803002      160.78       57.84  NpcName62095
  1280      12803003      218.81       95.22  NpcName62095
  1280      12803004      228.00       89.30  NpcName62108
  1280      12803005      212.10      184.40  NpcName62108
  1280      12803006      207.77      183.39  NpcName62110
  1280      12803007       91.10      174.42  NpcName62108
  1280      12803008      227.51       91.45  NpcName62107
  1280      12803009      209.69      185.47  NpcName62107
  1280      12803010      242.69      244.41  NpcName62107
  1280      12803011       87.72      174.47  NpcName62107
  1280      12803012      244.57      242.36  NpcName62109
  1280      12803014      209.18      181.09  NpcName62110
  1280      12803015      210.94      179.54  NpcName62110
  1280      12803016      206.88      186.07  NpcName62110
  1280      12803017      213.33      179.82  NpcName62110
  1280      12803018       89.23      176.85  SceneName1280
  1281      12815001       -8.28      -27.44  矿
  1281      12815002      -15.35      -18.43  矿
  1281      12815003       25.33       24.66  矿
  1281      12815004        2.58       36.32  矿
  1281      12815005       -6.34       41.61  矿
  1281      12815006       36.16      -47.76  富集矿石
  1281      12815007       22.28      -51.31  SceneName1281
  1310      13101001       24.22      178.37  卡普拉
  1310      13101002       53.16      203.02  NpcName61001
  1310      13101005       14.74      179.53  NpcName61006
  1310      13101006       45.45      192.55  NpcName61010
  1310      13101007       41.59      192.53  NpcName61011
  1310      13101009       19.89      178.72  NpcName61014
  1310      13101030        3.84      199.58  NpcName61054
  1310      13101031        6.03      205.15  NpcName61055
  1310      13101032       13.06      204.11  NpcName61056
  1310      13101033      -14.46      197.78  NpcName61066
  1310      13101034      -14.90      189.29  NpcName61067
  1310      13101035       -7.24      202.56  NpcName61068
  1310      13101036       44.30      239.79  NpcName61078
  1310      13101039       45.43      238.01  NpcName61084
  1310      13101042       48.54      227.60  NpcName61091
  1310      13101044       34.60      185.33  NpcName61106
  1310      13101045       42.33      243.81  NpcName61118
  1310      13101046       42.34      248.00  NpcName61119
  1310      13101047       49.14      246.92  NpcName61120
  1310      13102001      138.42      228.38  情报贩子
  1310      13102002      165.39      202.18  硕大的大嘴鸟蛋
  1310      13102003      164.07      194.54  硕大的大嘴鸟蛋
  1310      13102004      161.62      204.25  硕大的大嘴鸟蛋
  1310      13102005      165.65      198.20  硕大的大嘴鸟蛋
  1310      13102006      165.21      200.48  硕大的大嘴鸟蛋
  1310      13102007      118.75      157.92  卡伊
  1310      13103001      221.04      221.25  NpcName62027
  1310      13103002      235.04      132.54  NpcName62093
  1310      13103004        4.12       40.84  NpcName62100
  1310      13104001        7.51      232.96  NpcName60004
  1310      13104002       17.24      241.95  NpcName60004
  1310      13104003       26.29      171.14  NpcName60004
  1310      13104004       32.77      171.23  NpcName60004
  1310      13104005       28.41      211.64  NpcName60004
  1310      13104006       39.43      222.22  NpcName60004
  1310      13104007       79.71      223.84  NpcName60004
  1310      13104008       79.82      217.02  NpcName60004
  1310      13104009       65.01      179.87  NpcName60004
  1310      13104010       70.09      185.14  NpcName60004
  1310      13105001       13.70      152.13  仙人掌
  1310      13105002        9.90      154.99  仙人掌
  1310      13105003        8.73      160.54  仙人掌
  1310      13105004      154.31      114.49  仙人掌
  1310      13105005      152.01      120.99  仙人掌
  1310      13105006      141.81      114.56  仙人掌
  1310      13105007      211.50       48.06  沙漠番茄
  1310      13105008      215.88       51.28  沙漠番茄
  1310      13105009      218.09       54.86  沙漠番茄
  1310      13105010      167.77      227.24  沙漠番茄
  1310      13105011      172.85      225.57  沙漠番茄
  1310      13105012      172.91      221.57  沙漠番茄
  1310      13105013      117.42      240.08  黄色药草
  1310      13105419      125.13      243.37  黄色药草
  1310      13105420      127.99      238.35  黄色药草
  1310      13105421       99.23       90.19  黄色药草
  1310      13105422       93.95       92.72  黄色药草
  1310      13105423       99.12       95.42  黄色药草
  1310      13105424      231.10      171.34  黄金花
  1310      13105425      236.67      168.45  黄金花
  1310      13105426      239.31      161.88  黄金花
  1310      13105427      141.00        5.86  黄金花
  1310      13105428      135.58        5.50  黄金花
  1310      13105429      129.36        7.86  黄金花
  1310      13105430        8.59      109.39  炎地蘑菇
  1310      13105431        4.18      112.86  炎地蘑菇
  1310      13105432        5.21      117.01  炎地蘑菇
  1310      13105433      127.19      149.51  炎地蘑菇
  1310      13105434      120.13      154.86  炎地蘑菇
  1310      13105435      112.30      157.12  炎地蘑菇
  1310      13105436      218.21      194.63  枯叶荆
  1310      13105437      199.26      201.37  枯叶荆
  1310      13105438      196.82      196.16  枯叶荆
  1310      13105439       81.62      198.05  枯叶荆
  1310      13105440       81.10      202.45  枯叶荆
  1310      13105441       80.08      206.27  枯叶荆
  1310      13106001       63.55      197.58  NpcName62001
  1310      13106002        9.19      243.33  海尔姆多
  1310      13106003        6.55      243.10  马克西米利安
  1310      13106004      138.42      228.38  罗奇
  1310      13106005       10.92      246.61  麦亚
  1310      13106006       53.86      156.33  摩尔托斯
  1310      13106007        5.77      184.77  小男孩
  1310      13106008       63.27      236.51  宝雅
  1310      13106009      203.27      200.71  特莉丝（常驻）
  1310      13106010      223.46      200.13  艾勒梅斯\r（常驻）
  1310      13107001       52.42      228.97  沃尔夫
  1310      13107002        5.19      239.29  沃尔夫
  1310      13107003        6.73      237.43  阿格涅丝
  1310      13107004       37.84      160.34  海尔姆多
  1310      13107005       70.34      209.97  NpcName65055
  1310      13107006       17.79      199.97  派遣员
  1310      13107007      240.18       81.37  主祭祀
  1310      13107008      238.01       84.84  祭司们4
  1310      13107009      237.64       78.09  祭司们3
  1310      13107010      234.89       83.47  祭司们2
  1310      13107011      234.58       79.69  祭司们1
  1310      13107012      237.08       81.60  小女孩
  1310      13107013      236.11       79.62  小男孩（祭祀处）
  1310      13107014      175.96      156.06  乐园团成员1
  1310      13107015      162.94       51.22  乐园团成员2
  1310      13107016      173.26       30.36  侍者
  1310      13107017       53.95       68.35  乐园团成员3
  1310      13107018      203.97      199.21  土波利
  1310      13107019       52.75      188.11  柏莎（城中）
  1310      13107020      201.51      199.97  SceneName1310
  1320      13202001       71.16       57.06  艾勒梅斯
  1320      13202002       76.77       90.84  艾勒梅斯
  1320      13202003       80.25       95.80  古怪的沙丘
  1320      13202004       80.25       95.80  水之气运
  1320      13202005       76.11       41.54  生病的考古学者
  1320      13202006      117.32       80.71  炽沙毒草
  1320      13202007      111.37       79.69  炽沙毒草
  1320      13202008      114.84       80.00  炽沙毒草
  1320      13202009      105.96       77.72  炽沙毒草
  1320      13202010      108.63       78.60  炽沙毒草
  1320      13202011       78.26       48.19  药锅
  1320      13202012       78.26       48.19  药锅
  1320      13202013       76.11       41.54  生病的考古学者
  1320      13202014      188.41       12.14  遗失的拳刃
  1320      13202015       81.32       50.87  威格纳
  1320      13202016       79.86       52.55  生病的鱼人公主
  1320      13202017       79.86       52.55  生病的鱼人公主
  1320      13202018       79.86       52.55  鱼人公主
  1320      13202019       70.13       55.53  信号弹
  1320      13204001      196.21       18.38  NpcName62001
  1320      13204002      195.26       16.38  NpcName62001
  1320      13204003      194.28       14.56  NpcName62001
  1320      13204004      196.82       20.01  NpcName62001
  1320      13204005      197.95       22.09  NpcName62001
  1320      13204006      198.88       24.14  NpcName62001
  1320      13205001       78.04      156.98  仙人掌
  1320      13205002       82.08      157.58  仙人掌
  1320      13205003       85.94      156.37  仙人掌
  1320      13205004       62.25       77.35  仙人掌
  1320      13205005       71.14       80.35  仙人掌
  1320      13205006       70.35       87.39  仙人掌
  1320      13205007      137.10       60.35  沙漠番茄
  1320      13205008      136.48       65.22  沙漠番茄
  1320      13205009      133.62       69.01  沙漠番茄
